recipes_id,title,cook_time_minutes,ingredients,instructions,photo_url,prep_time_minutes,total_time_minutes,rating_stars,review_count
938,Sad Cake,0,"['2 cups biscuit baking mix', '2 1/4 cups packed brown sugar', '4 eggs', '1/2 cup vegetable oil', '1 cup flaked coconut', '1 cup chopped pecans', '1 teaspoon vanilla extract']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 9x13 inch pan.', 'Mix thoroughly together the biscuit mix, brown sugar, eggs, flaked coconut, chopped pecans, and vanilla. Pour batter into prepared pan.', 'Bake at 350 degrees F (175 degrees C) for 35 to 40 minutes. Allow cake to cool before cutting.']",http://images.media-allrecipes.com/userphotos/560x315/492926.jpg,0,0,4.53,28
939,Raspberry and Strawberry Buckle,0,"['1/2 cup butter, softened', '1/2 cup white sugar', '1 egg', '2 cups all-purpose flour', '2 1/2 teaspoons baking powder', '1/4 teaspoon salt', '3/4 cup nonfat plain yogurt', '1 pint fresh strawberries', '1 pint fresh raspberries', '1/2 cup white sugar', '1/2 cup all-purpose flour', '3/4 teaspoon ground cinnamon', '1/2 cup butter']","['Preheat oven to 375 degrees F (190 degrees C). Grease one 11x7 inch glass baking dish.', 'Cream 1/2 cup of the butter or margarine with 1/2 cup of the white sugar until light, beat in the egg. Add the baking powder and the salt. Stir in the 2 cups of flour one cup at a time alternating with the yogurt. Spread batter into the prepared pan. Arrange fruit over top of batter. Sprinkle topping over fruit.', 'To Make Topping: Mix together 1/2 cup white sugar, 1/2 cup flour, 1/2 cup butter or margarine, and the cinnamon until the mixture resembles coarse crumbs.', 'Bake at 375 degrees F (190 degrees C) for 1 hour and 15 minutes or until the cake is top is puffed and nicely browned. Allow cake to cool. You can serve it directly from the baking dish or for a more attractive presentation, I cut it up into squares and arrange them on a platter.']",http://images.media-allrecipes.com/userphotos/250x250/709939.jpg,0,0,4.49,36
940,Hot Fudge Pudding Cake I,0,"['1 1/2 cups baking mix', '1/2 cup white sugar', '2 tablespoons unsweetened cocoa powder', '3/4 cup chopped walnuts', '1/2 cup milk', '1 teaspoon vanilla extract', '3/4 cup packed brown sugar', '1/4 cup unsweetened cocoa powder', '1 1/2 cups boiling water']","['Preheat oven to 350 degrees F (175 degrees C).', 'In an ungreased 8 inch square baking pan combine the biscuit mix, white sugar, 2 tablespoons cocoa, nuts, milk, and vanilla blend well.', 'Combine brown sugar and 1/4 cup cocoa. Spoon evenly over top of cake mix. Do no stir. Pour the boiling water carefully over everything. Do not stir.', 'Bake at 350 degrees F (175 degrees C) for 35 to 40 minutes. Allow cake to cool in pan for 20 minutes before serving. Serve with whipped cream or vanilla ice cream.']",http://images.media-allrecipes.com/userphotos/250x250/622646.jpg,0,0,4,17
941,No Bake Fruitcake,0,"['1 pound halved candied cherries', '4 cups chopped pecans', '1 (14 ounce) can sweetened condensed milk', '1 (14 ounce) can coconut milk', '1 cup flaked coconut', '1 cup raisins', '1 teaspoon vanilla extract', '1 (12 ounce) package vanilla wafers, crushed']","['In a large bowl mix the candied cherries, chopped pecans, sweetened condensed milk, coconut milk, flaked coconut, raisins, vanilla, and crushed vanilla wafers. Batter will be very stiff. Place into pan and store in the refrigerator.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,0,3.71,4
942,Caramel Nougat Cake IV,0,"['8 (2.1 ounce) bars milk chocolate covered caramel and nougat candy', '1 cup butter or margarine, divided', '2 cups white sugar', '4 eggs', '2 1/2 cups all-purpose flour', '1 teaspoon baking soda', '1 1/4 cups buttermilk', '1 cup chopped pecans', '2 1/2 cups white sugar', '1 cup evaporated milk', '1 cup semisweet chocolate chips', '1/2 cup butter', '1 cup marshmallow creme']","['Preheat oven to 325 degrees F (165 degrees C). Grease and flour one 10 inch tube pan.', 'In a saucepan over medium low heat melt the milk chocolate covered caramel and nougat candy bars and 1/2 cup of the butter or margarine, set aside.', 'Cream 2 cups of the white sugar and 1/2 cup of the butter or margarine together until light and fluffy. Beat in eggs one at time, mixing well after each one.', 'Combine the flour and the baking soda. Add alternately with the buttermilk to the egg mixture. Stir in the melted candy mixture and the pecans. Pour batter into the prepared pan.', 'Bake at 325 degrees F (165 degrees C) for 1 hour and 10 minutes. Allow cake to cool then frost with Marshmallow Chocolate Icing.', 'To Make Chocolate Marshmallow Icing: In a saucepan over medium heat cook the 2-1/2 cups white sugar and the evaporated milk to the soft ball stage 238 degrees F (114 degrees C). Stir in semi-sweet chocolate chips, 1/2 cup butter or margarine and the marshmallow cream. Stir until all are melted. Remove from heat and beat until cooled. Spoon over top of cooled cake.']",http://images.media-allrecipes.com/userphotos/250x250/89549.jpg,0,0,3.6,4
943,Chocolate Marshmallow Icing,0,"['2 1/2 cups white sugar', '1 cup evaporated milk', '1 cup semisweet chocolate chips', '1/2 cup butter', '1 cup marshmallow creme']","['In a saucepan over medium heat cook sugar and evaporated milk to the soft ball stage 238 degrees F (114 degrees C). Stir in the semi-sweet chocolate chips, butter or margarine, and the marshmallow creme. Stir until all are melted. Remove from heat and beat icing until cool. Use to ice cake immediately.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,0,4.08,11
944,Peanut Candy Bar Cake,0,"['1 (18.25 ounce) package yellow cake mix', '1/3 cup butter', '3 cups miniature marshmallows', '2/3 cup light corn syrup', '1 egg', '2 teaspoons vanilla extract', '2 cups peanut butter chips', '2 cups salted peanuts', '1 1/2 cups crisp rice cereal', '1/4 cup butter']","['Preheat oven to 350 degrees F (175 degrees C).', 'Mix together the cake mix, 1/3 cup butter or margarine and, the egg. Press into the bottom of one 9x13 inch pan and bake at 350 degrees F (175 degrees C) for 12 to 18 minutes. Remove from oven and sprinkle with miniature marshmallows. Return to oven for 1 to 2 minutes or until the marshmallows begin to puff.', 'In a saucepan over medium heat cook corn syrup, 1/4 cup butter of margarine, vanilla, and peanut butter chips until melted. Remove from heat and stir in the puffed rice cereal and salted peanuts. Spoon mixture over top of marshmallow topped cake and spread to cover. Allow to cool before serving.']",http://images.media-allrecipes.com/userphotos/560x315/1221.jpg,0,0,4.51,41
945,Blackberry Wine Cake I,0,"['1 (18.25 ounce) package white cake mix', '1 (3 ounce) package blackberry Jell-O®', '4 eggs', '1/2 cup vegetable oil', '1 1/2 cups blackberry wine', '1/2 cup chopped pecans', ""1 cup confectioners' sugar"", '1/2 cup butter, softened']","['Preheat oven to 325 degrees F (165 degrees C). Grease and flour on 9 or 10 inch tube pan. Put chopped pecans in bottom of pan.', 'Combine the cake mix, blackberry gelatin, eggs, oil, and 1 cup blackberry wine. Beat for 2 minutes then pour batter over top of pecans.', 'Bake at 325 degrees F (165 degrees C) for 40 to 45 minutes or until cake tests done. Pour 1/2 of blackberry wine glaze over top of cake while still warm. Let set for 10 minutes then remove cake from pan. Allow cake to cool fully before pouring the remaining glaze on top.', ""To Make Blackberry Wine Glaze: Mix together the confectioner's sugar, 1/2 cup blackberry wine, and the softened butter or margarine. Beat until smooth.""]",http://images.media-allrecipes.com/userphotos/560x315/1831709.jpg,0,0,4.23,27
946,Banana Nut Cake,30,"['2 eggs', '1 teaspoon baking soda', '4 tablespoons buttermilk', '1/2 cup butter', '1 1/2 cups white sugar', '1 teaspoon vanilla extract', '1 1/2 cups all-purpose flour', '3 ripe bananas, mashed', '1 cup chopped pecans', 'Icing', '3 tablespoons butter, softened', ""2 cups confectioners' sugar"", '3 tablespoons heavy whipping cream', '1/4 cup pecan halves, or to taste (optional)']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 9 inch round cake pans.', 'Separate the eggs and set aside.', 'Stir the baking soda into the buttermilk. Cream 1/2 cup of the butter or margarine with the white sugar. Add the egg yolks, and vanilla, beating well. Add flour alternately with the mashed bananas. Stir in the buttermilk mixture.', 'Beat the egg whites until stiff. Stir the pecans into the cake batter then fold in the egg whites. Pour batter into prepared pans.', 'Bake at 350 degrees F (175 degrees C) for 25 minutes or until cakes test done. Let cakes cool in pans.', ""To Make Icing: Cream 3 tablespoons butter or margarine with the confectioners' sugar. Stir in the heavy cream until well blended. Spread icing on to cooled cake layers. Top with pecan halves if desired.""]",http://images.media-allrecipes.com/userphotos/250x250/944607.jpg,30,60,4.69,49
947,Honey Bun Cake II,0,"['1 (18.25 ounce) package yellow cake mix', '3/4 cup vegetable oil', '4 eggs', '1/2 cup white sugar', '1 cup sour cream', '1/2 cup raisins', '1/2 cup chopped walnuts', '1 cup packed light brown sugar', '2 tablespoons ground cinnamon', ""2 cups confectioners' sugar"", '2 tablespoons butter', '2 tablespoons milk']","['Preheat oven to 300 degrees F (150 degrees C). Grease and flour one 13x9 inch cake pan.', 'Beat eggs and white sugar together. Stir in the sour cream, oil, and cake mix, beat well.', 'Mix the raisins, chopped nuts, light brown sugar, and ground cinnamon together.', 'Pour 1/2 of the cake batter into the prepared pan. Top with all of the raisin mixture then pour the remaining cake batter over the top.', 'Bake at 300 degrees F (150 degrees C) for 45 to 55 minutes. Let cake cool slightly then spread icing over top.', ""To Make Icing: Mix the confectioner's sugar, butter or margarine, and milk together. Blend until smooth and spread over warm cake.""]",http://images.media-allrecipes.com/userphotos/560x315/3039520.jpg,0,0,4.58,32
948,Chocolate Lovers' Favorite Cake,30,"[""1 (18.25 ounce) package devil's food cake mix"", '1 (3.9 ounce) package instant chocolate pudding mix', '2 cups sour cream', '1 cup melted butter', '5 eggs', '1 teaspoon almond extract', '2 cups semisweet chocolate chips']","['Preheat oven to 350 degrees F (175 degrees C). Grease a 10 inch Bundt pan.', 'In a large bowl, stir together cake mix and pudding mix. Make a well in the center and pour in sour cream, melted butter, eggs and almond extract. Beat on low speed until blended. Scrape bowl, and beat 4 minutes on medium speed. Blend in chocolate chips. Pour batter into prepared pan.', 'Bake in preheated oven for 50 to 55 minutes. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.']",http://images.media-allrecipes.com/userphotos/250x250/66057.jpg,60,120,4.68,822
949,Lane Cake Filling,10,"['1/2 cup butter, softened', '1 1/4 cups white sugar', '8 egg yolks', '1/2 cup water', '1 teaspoon brandy flavoring', '1 cup chopped pecans', '1 cup raisins', '1/2 cup candied cherries, chopped', '1/2 cup flaked coconut']","['Put butter or margarine and the sugar into the top of a double boiler away from the heat. Beat together. Add egg yolks and beat well. Stir in water and brandy flavoring. Place over boiling water. Cook and stir until thickened. Add pecans, raisins, cherries and coconut. Stir until all ingredients are well combined. Remove from heat. Allow filling to cool before using.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,20,30,3.25,4
950,Lane Cake,0,"['1 cup butter, softened', '2 cups white sugar', '1 teaspoon vanilla extract', '3 1/4 cups all-purpose flour', '1 tablespoon baking powder', '3/4 teaspoon salt', '1 cup milk', '8 egg whites', '1/2 cup butter', '1 1/4 cups white sugar', '8 egg yolks', '1/2 cup water', '1 teaspoon brandy flavoring', '1 cup chopped pecans', '1 cup raisins', '1/2 cup candied cherries, chopped', '1/2 cup flaked coconut']","['Preheat oven to 350 degrees F (175 degrees C). Lightly grease and flour four 8 inch round cake pans.', 'Cream 1 cup of the butter or margarine, 2 cups of the white sugar, and vanilla together until light and fluffy.', 'Combine flour, baking powder and salt. Add flour mixture to the butter mixture in three parts alternately with the milk in two parts, beginning and ending with flour.', 'Beat the egg whites until stiff. Gently fold the egg whites into the batter. Spread the batter evenly into the four prepared pans.', 'Bake at 350 degrees F (175 degrees C) for 25 minutes or until a toothpick inserted in the center comes out clean. Allow cakes to cool. Once cool spread Lane Cake Filling between layers and frost with Seven Minute or Butter Frosting.', 'To Make Lane Cake Filling: Put 1/2 cup of the butter or margarine and 1-1/4 cups of the white sugar into the top of a double boiler away from the heat. Beat together. Add egg yolks and beat well. Stir in water and brandy flavoring. Place over boiling water. Cook and stir until thickened. Add pecans, raisins, cherries and coconut. Stir filling until all ingredients are well combined. Remove from heat. Allow filling to cool before spreading between cooled cake layers.']",http://images.media-allrecipes.com/userphotos/560x315/3950463.jpg,0,0,4.62,11
951,Apple Cake I,0,"['2 eggs', '1 cup vegetable oil', '2 cups white sugar', '2 cups all-purpose flour', '2 teaspoons ground cinnamon', '1 teaspoon baking soda', '1/2 teaspoon salt', '1 teaspoon vanilla extract', '4 cups diced apple without peel']","['Preheat oven to 350 degrees F (175 degrees C). Lightly grease and flour one 9x13 inch cake pan.', 'Beat vegetable oil and eggs until foamy. Add the sugar, flour, ground cinnamon, baking, soda, salt, and vanilla and mix well. Stir in the diced apples. Pour batter into prepared pan.', 'Bake at 350 degrees F (175 degrees C) for 30 to 40 minutes. Cool cake in pan for 10 minutes. Cake needs no frosting.']",http://images.media-allrecipes.com/userphotos/560x315/76732.jpg,0,0,4.37,209
952,Chocolate Chocolate Chip Dream Cake,0,"['1 (18.25 ounce) package chocolate cake mix', '2 (3.5 ounce) packages non-instant chocolate pudding mix', '2 eggs', '2 1/2 cups semisweet chocolate chips']","['Preheat oven to 350 degrees F (175 degrees C). Lightly grease one 13x9 inch cake pan.', 'Make chocolate pudding according to package directions.', 'Combine chocolate cake mix, chocolate pudding, and eggs and beat for 2 minutes at medium speed of an electric mixer. Pour batter into prepared pan and cover top with the semisweet chocolate chips.', 'Bake at 350 degrees F (175 degrees C) for 30 to 35 minutes.']",http://images.media-allrecipes.com/userphotos/250x250/266641.jpg,0,0,3.33,45
953,Very Special Tomato Spice Cake,0,"['3 cups sifted all-purpose flour', '1 1/2 cups white sugar', '1 1/2 teaspoons baking powder', '1 1/2 teaspoons ground cinnamon', '3/4 teaspoon ground nutmeg', '3/4 teaspoon ground cloves', '3/4 teaspoon ground allspice', '3/4 teaspoon salt', '1 (8 ounce) can tomato sauce', '1 1/2 teaspoons baking soda', '2 eggs, beaten', '3/4 cup vegetable oil', '1 cup chopped walnuts', '1 1/2 cups golden raisins', '1/2 cup orange juice', ""1/4 cup confectioners' sugar for dusting""]","['In a small bowl, thoroughly mix the tomato sauce and soda.', 'In a mixing bowl, combine flour, sugar, baking powder, spices and salt. Mix in tomato sauce and soda mixture. Stir in eggs, oil, nuts, raisins and fruit juice. Mix well. Pour batter into greased 10 inch bundt or tube pan.', ""Bake at 350 degrees F (175 degrees C) for 45 to 55 minutes. Cool cake in pan for 15 minutes, and then turn out on serving plate. Dust top with confectioners' sugar.""]",http://images.media-allrecipes.com/userphotos/250x250/500479.jpg,0,0,4.45,11
954,Spintz Cake,30,"['2 cups all-purpose flour', '1 teaspoon baking powder', '2 teaspoons baking soda', '1/2 teaspoon salt', '3/4 cup unsweetened cocoa powder', '2 cups white sugar', '2 eggs', '1/2 cup vegetable oil', '1 cup milk', '2 1/2 teaspoons vanilla extract', '1 cup strong, hot, brewed coffee', '1 cup smooth peanut butter', '1 teaspoon butter, softened', ""1/3 cup confectioners' sugar"", '2 teaspoons vanilla extract', '3 tablespoons heavy cream', ""4 cups confectioners' sugar"", '4 tablespoons unsalted butter', '1/2 cup unsweetened cocoa powder', '1 egg white', '2 teaspoons vanilla extract', '1 pinch salt', '5 tablespoons heavy cream']","['Preheat oven to 350 degrees F (175 degrees C), and grease and flour two 9 inch round pans.', 'Sift together the flour, baking soda, baking powder, 1/2 teaspoon salt, and 3/4 cup cocoa.', 'In a large bowl, mix together the white sugar, oil, and 2 eggs. Add the milk and 2 1/2 teaspoons vanilla; mix well. Mix in the sifted ingredients, and then add the hot coffee. Pour the thin batter into the pans.', 'Bake for 30 minutes. Remove the pans from the oven. Cover immediately with a piece of foil, and then a towel. Cool for 10 minutes. Remove the cakes from the pan. Place on a wire rack, and cover again with the foil and towel (the steam created by covering makes these cakes extra moist). Cool completely.', ""To Make Filling: In a small bowl, cream the peanut butter, 1/4 cup plus 2 tablespoons confectioners' sugar, and 1 teaspoon butter or margarine. Beat well. Stir in 3 tablespoons cream and 2 teaspoons vanilla. Set filling aside until cakes cool."", ""To Make Frosting: In a mixing bowl, combine 4 cups confectioners' sugar, 4 tablespoons butter or margarine, 1/3 cup plus 2 tablespoons cocoa, egg white, 2 teaspoons vanilla, pinch of salt, and 5 tablespoons cream. Beat with mixer on high until frosting is very creamy, about 2 minutes. Fill and frost the cooled cake.""]",http://images.media-allrecipes.com/userphotos/560x315/692327.jpg,30,60,4.75,33
955,Dutch Apple Cake,0,"['1/2 cup shortening', '1 cup white sugar', '1 egg', '1 1/2 teaspoons vanilla extract', '1 1/2 cups all-purpose flour', '1 tablespoon baking powder', '1/2 teaspoon salt', '3/4 cup milk', '2 apples - peeled, cored and cut into eighths', '1/4 cup white sugar', '1 teaspoon ground cinnamon']","['Sift flour with baking powder and salt.', 'In a large bowl, cream shortening and 1 cup sugar until light. Beat in egg and vanilla until fluffy. Add sifted ingredients to the creamed mixture alternately with milk, beginning and ending with the sifted ingredients. Spread the batter into a greased 7 x 11 inch baking pan.', 'Place apple pieces in rows on the batter with the sharp edges pressed in slightly. Sprinkle 1/4 cup sugar and cinnamon on top.', 'Bake at 350 degrees F (175 degrees C) for about 50 to 60 minutes, or until the apples are tender and the cake tests done.']",http://images.media-allrecipes.com/userphotos/560x315/4244910.jpg,0,0,4.54,39
956,Apple Bundt Cake,30,"['2 cups apples - peeled, cored and diced', '1 tablespoon white sugar', '1 teaspoon ground cinnamon', '3 cups all-purpose flour', '3 teaspoons baking powder', '1/2 teaspoon salt', '2 cups white sugar', '1 cup vegetable oil', '1/4 cup orange juice', '2 1/2 teaspoons vanilla extract', '4 eggs', '1 cup chopped walnuts', ""1/4 cup confectioners' sugar for dusting""]","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch Bundt or tube pan. In a medium bowl, combine the diced apples, 1 tablespoon white sugar and 1 teaspoon cinnamon; set aside. Sift together the flour, baking powder and salt; set aside.', 'In a large bowl, combine 2 cups white sugar, oil, orange juice, vanilla and eggs. Beat at high speed until smooth. Stir in flour mixture. Fold in chopped walnuts.', 'Pour 1/3 of the batter into prepared pan. Sprinkle with 1/2 of the apple mixture. Alternate layers of batter and filling, ending with batter.', ""Bake in preheated oven for 55 to 60 minutes, or until the top springs back when lightly touched. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely. Sprinkle with confectioners' sugar.""]",http://images.media-allrecipes.com/userphotos/560x315/999893.jpg,60,120,4.54,317
957,Cornstarch Cake,0,"['1/3 cup shortening', '3/4 cup white sugar', '2 eggs', '1/2 cup cornstarch', '1 cup sifted pastry flour', '3 teaspoons baking powder', '1/2 teaspoon salt', '1/2 cup milk', '1 teaspoon vanilla extract']","['Sift together the cornstarch, flour, baking powder, and salt.', 'Separate the eggs. Beat the egg whites until stiff, and set aside.', 'In a large bowl, cream the shortening and sugar. Add the egg yolks, and beat until mixture is very creamy. Sift the dry ingredients, and add alternately with the milk. Stir in the vanilla. Fold in the beaten egg whites. Bake in a greased 9 inch square pan.', 'Bake at 350 degrees F (175 degrees C) for 45 to 50 minutes. Cool cake on a rack, and frost with a lemon butter icing.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,0,3,1
958,Old Fashioned Pineapple Upside-Down Cake,25,"['4 eggs', '1/2 cup butter', '1 cup packed light brown sugar', '1 (20 ounce) can sliced pineapple', '10 maraschino cherries, halved', '1 cup sifted cake flour', '1 teaspoon baking powder', '1/4 teaspoon salt', '1 cup white sugar', '1 tablespoon butter, melted', '1 teaspoon almond extract']","['Preheat oven to 325 degrees F (165 degrees C).', 'In a 10-inch heavy skillet with a heat-resistant handle (I use a cast iron skillet), melt 1/2 cup butter over very low heat. Remove from heat, and sprinkle brown sugar evenly over pan. Arrange pineapple slices to cover bottom of skillet. Distribute cherries around pineapple; set aside.', 'Sift together flour, baking powder, and salt.', 'Separate the eggs into two bowls. In a large bowl, beat egg whites just until soft peaks form. Add granulated sugar gradually, beating well after each addition. Beat until medium-stiff peaks form. In a small bowl, beat egg yolks at high speed until very thick and yellow. With a wire whisk or rubber scraper, using an over-and-under motion, gently fold egg yolks and flour mixture into whites until blended. Fold in 1 tablespoon melted butter or margarine and almond extract. Spread batter evenly over pineapple in skillet.', 'Bake until surface springs back when gently pressed with fingertip and a toothpick inserted in the center comes out clean, about 30 to 35 minutes. Loosen the edges of the cake with table knife. Cool the cake for 5 minutes before inverting onto serving plate.']",http://images.media-allrecipes.com/userphotos/560x315/2529926.jpg,30,60,4.29,308
959,White Mountain Cake,35,"['3/4 cup shortening', '1 3/4 cups white sugar', '3 cups cake flour', '1/2 teaspoon salt', '4 teaspoons baking powder', '1 cup milk', '5 egg whites', '1 teaspoon vanilla extract', '1/2 teaspoon almond extract']","['Preheat oven to 350 degrees F (175 degrees C). Grease two 9-inch round pans.', 'Sift and measure cake flour. Add salt and baking powder, and sift again.', ""In a large bowl, beat shortening until smooth. Add sugar gradually, and beat until fluffy. Add sifted ingredients alternately with milk and flavorings (see Cook's Note). Beat thoroughly after each addition."", 'Beat egg whites until stiff, and fold into mixture. Pour batter into prepared pans.', 'Bake in preheated oven until cake springs back when lightly touched with a fingertip and a toothpick inserted in the center comes out clean, 25 to 30 minutes. Allow to cool completely before frosting.']",http://images.media-allrecipes.com/userphotos/250x250/383086.jpg,25,60,4,44
960,White Mountain Frosting,0,"['3 cups white sugar', '1 cup water', '1/4 teaspoon cream of tartar', '3 egg whites', '1 pinch salt', '1 teaspoon vanilla extract']","['Combine sugar, water, and cream of tartar in a saucepan. Cook until candy thermometer reaches 238 degrees F (115 degrees C), or until syrup spins a long thread when dripped from a spoon.', 'Beat egg whites until stiff. Pour a thin, slow stream of the syrup into egg whites, beating constantly until frosting stands in peaks. Stir in salt and vanilla to taste.']",http://images.media-allrecipes.com/userphotos/560x315/3365837.jpg,0,0,3.8,28
961,Whipped Cream Cake I,0,"['1 cup heavy whipping cream', '1 cup white sugar', '2 eggs', '1 1/2 cups cake flour', '1/2 teaspoon salt', '2 teaspoons baking powder', '1 teaspoon vanilla extract']","['Sift and measure flour. Add salt and baking powder, and sift again.', 'Whip the cream until stiff. Drop in eggs one at a time, and beat until light and fluffy. Add sugar and vanilla, and beat again. Add sifted ingredients gradually to mixture; beat well after each addition. Pour batter into greased 9 inch round pan.', 'Bake at 350 degrees F (175 degrees C) for 35 minutes.']",http://images.media-allrecipes.com/userphotos/560x315/1642907.jpg,0,0,4.22,19
962,Maple Walnut Frosting,20,"['2 egg whites', '1 1/4 cups packed brown sugar', '1/4 cup maple syrup', '3 tablespoons cold water', '1/8 teaspoon cream of tartar', '1/4 cup chopped walnuts']","['Place egg whites, brown sugar, maple syrup, water, and cream of tartar in the top of a double boiler over boiling water. Beat with a mixer until frosting has a good spreading consistency, and will stand in peaks. Remove from heat.', 'Fill and frost cake. Sprinkle the top with chopped nuts.']",http://images.media-allrecipes.com/userphotos/560x315/2536795.jpg,0,20,4.38,7
963,Almond Paste,20,"['1 pound blanched almonds', ""1 (16 ounce) package confectioners' sugar"", '3 egg whites', '1 teaspoon almond extract']","[""Grind almonds in a blender. Thoroughly mix in confectioners sugar. Beat egg whites slightly, then stir into the almond mixture. Add almond extract or rosewater (see Cook's Note), using your hands to blend the heavy mixture."", 'Store in the refrigerator up to 1 week or in the freezer up to 3 months.']",http://images.media-allrecipes.com/userphotos/560x315/4485513.jpg,0,20,4.15,18
964,Martha Washington's Cake,0,"['2 3/4 cups golden raisins', '2 cups dried currants', '1 cup orange zest', '6 ounces candied lemon peel', '3/4 cup chopped candied citron', '1/3 cup candied angelica', '1/3 cup red candied cherries', '1/3 cup green candied cherries', '1/2 cup brandy', '4 1/2 cups sifted all-purpose flour', '1 teaspoon ground mace', '1/2 teaspoon ground nutmeg', '2 cups butter, softened', '2 cups white sugar', '10 eggs, separated', '2 teaspoons fresh lemon juice', '1/3 cup sherry', '1 cup sherry']","['Place raisins and currants in a bowl, and add enough water to just cover them. Soak overnight.', 'Chop orange and lemon peel quite fine; do the same with the citron, angelica, and both types of cherries. Pour 1/2 cup brandy over fruit, and allow to stand overnight.', 'Sift together flour, mace, and nutmeg.', 'Beat egg yolks until thick and light, then beat in 1 cup of sugar a little at a time. Stir in lemon juice. Beat egg whites until stiff peaks form.', 'In a large bowl, cream the butter, and then add 1 cup sugar a little at a time; beat until smooth. Combine yolk mixture with creamed mixture. Add flour and 1/3 cup sherry alternately to the creamed mixture. Stir in all the fruit, and fold in stiffly beaten egg whites. Pour batter into a well greased and floured 10 inch mold or tube pan. This cake can also be made in 2 large loaf pans.', 'Place a pan of hot water in the bottom of a preheated 350 degree F (175 degrees C) oven. Place cake pans in oven, and bake about 20 minutes. Reduce heat to 325 degrees F (165 degrees C); continue baking 100 minutes for large cake, or 40 minutes for loaf cakes. Cakes are done when a toothpick comes out dry. Turn cake(s) out on rack to cool.', 'Wrap cake(s) in cheesecloth soaked in sherry, and store in airtight container for a month or more. If the cheesecloth dries out in the mellowing period soak it again with the same spirits, and rewrap the cake.']",http://images.media-allrecipes.com/userphotos/250x250/37686.jpg,0,0,4.5,1
965,Gold Cake,0,"['3/4 cup butter, softened', '1 1/2 cups white sugar', '1 cup egg yolks', '1 teaspoon vanilla extract', '1 3/4 cups all-purpose flour', '2 teaspoons baking powder', '1/2 teaspoon salt', '3/4 cup milk']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 8 inch round pans.', 'Whisk together flour, baking powder, and salt in a small bowl.', 'Cream butter and sugar together in a mixing bowl. Add egg yolks and vanilla; beat until fluffy. Add milk to butter mixture in 2 parts alternately with flour mixture in 3 parts, beginning and ending with flour mixture. Spread in prepared pans.', 'Bake for about 25 to 30 minutes, or until an inserted wooden pick comes out clean.']",http://images.media-allrecipes.com/userphotos/560x315/4484078.jpg,0,0,4.28,40
966,White Cream Cake,0,"['8 ounces white chocolate, chopped', '3 cups sifted cake flour', '2 teaspoons baking powder', '1/2 teaspoon salt', '1/2 cup unsalted butter', '1 1/4 cups white sugar', '1 1/8 cups milk', '1 teaspoon vanilla extract']","['Preheat oven to 350 degrees F (175 degrees C). Butter and flour two 9 inch round cake pans.', 'In a double boiler melt the white chocolate over hot water. Set aside to cool slightly.', 'In a medium bowl whisk the flour, baking powder, and salt.', 'In a large bowl cream the butter or margarine and white sugar until light and fluffy. Beat in the melted white chocolate and the vanilla. In three additions alternately beat in the flour mixture and the milk into the creamed mixture. Beat only until just smooth. Pour batter into prepared pans.', 'Bake at 350 degrees F (175 degrees C) for 25 to 30 minutes, or until the top is golden.']",http://images.media-allrecipes.com/userphotos/560x315/1110590.jpg,0,0,3.43,13
